_uuid,submissiontime,caste,GPS,_gps_latitude,_gps_longitude,gender,age,ownership,property_type,education,occupation,issue_ranking1,issue_ranking2,issue_ranking3,issue_ranking4,issue_ranking5,issue_ranking6,tol,ward
291,2014-06-15T16:26:25,Chhetri,27.7187 85.32654 0 0,27.72671,85.35545,male,56+,renter,,studied_some,business,Sewage,Garbage,Security,Power,Road,Water,tol_name_saraswati,ward_6
292,2014-06-15T08:22:48,Chhetri,27.71853 85.32665 0 0,27.72692,85.35539,female,56+,owner,built,never_studied,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
293,2014-06-11T15:59:00,Chhetri,27.71127 85.30572 0 0,27.72683,85.35536,female,46+,owner,built,slc,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
294,2014-06-15T09:10:46,Chhetri,27.72556 85.35023 0 0,27.72556,85.35023,male,46+,renter,,never_studied,business,Security,Water,Garbage,Power,Sewage,Road,tol_name_saraswati,ward_6
295,2014-06-15T09:10:48,Chhetri,27.7092 85.3316 0 0,27.72674,85.35529,male,36+,renter,,slc,business,Water,Power,Security,Sewage,Garbage,Road,tol_name_saraswati,ward_6
296,2014-06-15T09:12:07,Chhetri,27.7187 85.32654 0 0,27.7187,85.32654,male,36+,renter,,slc,business,Garbage,Water,Power,Road,Sewage,Security,tol_name_saraswati,ward_6
297,2014-06-15T09:18:33,Chhetri,27.72296 85.35067 0 0,27.72296,85.35067,female,36+,owner,built,slc,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
298,2014-06-15T09:18:35,Chhetri,27.43565 85.92436 0 0,27.72556,85.35381,male,36+,renter,,slc,business,Water,Power,Garbage,Sewage,Road,Security,tol_name_shanti,ward_6
299,2014-06-15T09:18:36,Chhetri,27.72627 85.35457 0 0,27.72627,85.35457,female,36+,renter,Other,business,Road,Garbage,Power,Water,Sewage,Security,tol_name_saraswati,ward_6,
300,2014-06-13T22:18:21,Chhetri,27.72536 85.35665 0 0,27.72536,85.35665,male,36+,renter,Other,business,Sewage,Water,Power,Security,Road,Garbage,tol_name_shanti,ward_6,
301,2014-06-13T22:18:31,Chhetri,27.71008 85.33335 0 0,27.71008,85.33335,female,36+,renter,,studied_some,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_gyan,ward_33
302,2014-06-14T19:27:26,Chhetri,27.7139 85.33663 0 0,27.7139,85.33663,male,26+,renter,,slc,business,Power,Garbage,Security,Road,Water,Sewage,tol_name_saraswati,ward_6
303,2014-06-14T19:38:06,Chhetri,27.71651 85.35719 0 0,27.71651,85.35719,female,26+,renter,,studied_some,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_kumarigal,ward_6
304,2014-06-12T17:03:28,Chhetri,27.72505 85.35588 0 0,27.72505,85.35588,female,26+,renter,,never_studied,business,Water,Power,Garbage,Sewage,Road,Security,tol_name_shanti,ward_6
305,2014-06-14T20:39:03,Chhetri,27.72733 85.35679 0 0,27.72733,85.35679,female,26+,renter,Other,business,Water,Garbage,Power,Road,Sewage,Security,tol_name_saraswati,ward_6,
306,2014-06-12T09:34:42,Chhetri,27.71733 85.35812 0 0,27.71733,85.35812,male,26+,renter,,bachelors,business,Water,Power,Road,Garbage,Sewage,Security,tol_name_kumarigal,ward_6
307,2014-06-13T21:30:50,Chhetri,27.72614 85.35795 0 0,27.72614,85.35795,male,26+,renter,,studied_some,business,Road,Power,Garbage,Water,Security,Sewage,tol_name_shanti,ward_6
308,2014-06-14T20:39:21,Chhetri,27.72839 85.36585 0 0,27.72839,85.36585,female,26+,renter,,bachelors,business,Water,Power,Road,Garbage,Sewage,Security,tol_name_saraswati,ward_6
309,2014-06-13T22:18:24,Chhetri,27.72423 85.35659 0 0,27.72423,85.35659,female,26+,renter,,studied_some,business,Power,Water,Security,Sewage,Road,Garbage,tol_name_shanti,ward_6
310,2014-06-15T15:08:07,Chhetri,27.71585 85.35239 0 0,27.71585,85.35239,female,26+,renter,,studied_some,business,Power,Water,Garbage,Security,Sewage,Road,tol_name_kumarigal,ward_6
311,2014-06-11T17:10:32,Chhetri,27.70836 85.33549 0 0,27.72546,85.3537,male,26+,renter,,plus_two,business,Power,Water,Garbage,Road,Sewage,Security,tol_name_rudra,ward_33
312,2014-06-11T17:27:13,Chhetri,27.63985 85.35366 0 0,27.72525,85.35366,male,26+,owner,built,bachelors,business,Water,Power,NA,NA,NA,NA,tol_name_shanti,ward_6
313,2014-06-11T17:28:03,Chhetri,27.7114 85.30494 0 0,27.7273,85.35732,female,18+,renter,,plus_two,business,Power,Water,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
314,2014-06-11T17:28:05,Chhetri,27.72519 85.35646 0 0,27.72519,85.35646,femaleDon'tKnow/Can'tSay,renter,,plus_two,student,Water,Garbage,Security,Power,Sewage,Road,tol_name_shanti,ward_6,
315,2014-06-11T17:28:07,Chhetri,27.7176 85.35902 0 0,27.7176,85.35902,male,18+,renter,,bachelors,student,Security,Sewage,Road,Garbage,Water,Power,tol_name_kumarigal,ward_6
316,2014-06-11T17:32:39,Chhetri,27.71585 85.35239 0 0,27.71585,85.35239,male,18+,owner,ancestral,plus_two,student,Power,Water,Sewage,Road,Garbage,Security,tol_name_kumarigal,ward_6
317,2014-06-11T17:35:13,Chhetri,27.72625 85.35483 0 0,27.72625,85.35483,male,18+,renter,,plus_two,student,Power,Road,Sewage,Water,Garbage,Security,tol_name_saraswati,ward_6
318,2014-06-11T17:37:00,Chhetri,27.72472 85.3561 0 0,27.72472,85.3561,male,18+,owner,built,bachelors,student,Water,Sewage,Garbage,Road,Power,Security,tol_name_shanti,ward_6
319,2014-06-11T17:43:23,Chhetri,27.72547 85.3549 0 0,27.72547,85.3549,female,18+,owner,built,plus_two,student,Garbage,Power,Water,Sewage,Road,Security,tol_name_saraswati,ward_6
320,2014-06-11T17:43:27,Chhetri,27.72547 85.3549 0 0,27.72547,85.3549,male,18+,owner,built,slc,student,Water,Power,Sewage,Road,Garbage,Security,tol_name_saraswati,ward_6
321,2014-06-11T17:46:16,Chhetri,27.72096 85.34976 0 0,27.72096,85.34976,female,18+,owner,built,bachelors,student,Power,Water,Road,Security,Sewage,Garbage,tol_name_saraswati,ward_6
322,2014-06-11T18:05:35,Chhetri,27.72494 85.35571 0 0,27.72494,85.35571,male,18+,renter,,bachelors,student,Garbage,Water,Power,Sewage,Security,Road,tol_name_saraswati,ward_6
323,2014-06-15T13:53:55,Chhetri,27.71588 85.33655 0 0,27.71588,85.33655,female,18+,renter,,plus_two,student,Road,Water,Sewage,Security,Power,Garbage,tol_name_saraswati,ward_6
324,2014-06-15T16:47:38,Chhetri,27.72776 85.35378 0 0,27.72776,85.35378,male,18+,renter,,bachelors,student,Water,Power,Garbage,Sewage,Road,Security,tol_name_saraswati,ward_6
325,2014-06-15T15:08:01,Chhetri,27.71454 85.35582 0 0,27.71454,85.35582,female,18+,owner,ancestral,bachelors,student,Road,Garbage,Security,Sewage,Power,Water,tol_name_kumarigal,ward_6
326,2014-06-15T16:54:55,Chhetri,27.72615 85.35784 0 0,27.72615,85.35784,female,18+,renter,,plus_two,student,Road,Security,Sewage,Water,Power,Garbage,tol_name_shanti,ward_6
327,2014-06-15T15:07:56,Chhetri,27.72343 85.35089 0 0,27.72343,85.35089,male,18+,owner,built,plus_two,student,Power,Water,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
328,2014-06-14T20:39:31,Chhetri,27.68755 85.32861 0 0,27.72733,85.35727,male,18+,renter,,plus_two,student,Water,Power,Garbage,Sewage,Road,Security,tol_name_rudra,ward_33
329,2014-06-15T16:26:20,Chhetri,27.72675 85.35649 0 0,27.72675,85.35649,male,18+,renter,,plus_two,student,NA,NA,NA,NA,NA,NA,tol_name_saraswati,ward_6
330,2014-06-11T18:42:10,Chhetri,27.70835 85.33566 0 0,27.70835,85.33566,male,18+,renter,,slc,student,Water,Power,Garbage,Security,Sewage,Road,tol_name_rudra,ward_33
331,2014-06-11T18:42:17,Chhetri,27.72302 85.34738 0 0,27.72302,85.34738,female,18+,owner,ancestral,plus_two,student,Water,Sewage,Security,Power,Garbage,Road,tol_name_saraswati,ward_6
332,2014-06-11T18:42:20,Chhetri,27.7257 85.35678 0 0,27.7257,85.35678,male,18+,renter,,plus_two,student,Garbage,Security,Water,Sewage,Power,Road,tol_name_shanti,ward_6
333,2014-06-11T18:42:23,Chhetri,,,,female,18+,renter,,plus_two,student,Water,Garbage,Power,Road,Sewage,Security,tol_name_shanti,ward_6
334,2014-06-15T16:02:18,Chhetri,27.68755 85.32861 0 0,27.72747,85.35721,male,18+,,,slc,student,Garbage,Water,Sewage,Security,Road,Power,tol_name_rudra,ward_33
335,2014-06-11T20:38:54,Chhetri,27.71583 85.35235 0 0,27.71583,85.35235,female,18+,renter,,bachelors,student,Road,Power,Water,Sewage,Security,Garbage,tol_name_kumarigal,ward_6
336,2014-06-11T21:15:43,Chhetri,27.72462 85.35313 0 0,27.72462,85.35313,female,18+,renter,,bachelors,student,Water,Road,Security,Sewage,Power,Garbage,tol_name_saraswati,ward_6
337,2014-06-15T15:31:14,Chhetri,27.7096 85.3341 0 0,27.7096,85.3341,male,18+,renter,,bachelors,student,Garbage,Road,Sewage,Water,Power,Security,tol_name_gyan,ward_33
338,2014-06-15T15:08:03,Chhetri,27.72547 85.3549 0 0,27.72547,85.3549,male,36+,owner,builtOther,professional,Power,Water,Sewage,Garbage,Security,Road,tol_name_saraswati,ward_6,
339,2014-06-15T13:54:00,Chhetri,27.71076 85.33394 0 0,27.71076,85.33394,male,36+,owner,built,masters,professional,Power,Water,Garbage,Sewage,Road,Security,tol_name_gyan,ward_33
340,2014-06-13T22:56:16,Chhetri,27.71391 85.33662 0 0,27.71391,85.33662,male,26+,renter,,plus_two,professional,Water,Road,Power,Sewage,Garbage,Security,tol_name_saraswati,ward_6
341,2014-06-14T18:46:20,Chhetri,27.72547 85.3549 0 0,27.72547,85.3549,female,26+,owner,built,plus_two,professional,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
342,2014-06-15T15:31:16,Chhetri,27.72702 85.35573 0 0,27.72702,85.35573,female,26+,renter,,bachelors,professional,Water,Power,Garbage,Sewage,Road,Security,tol_name_saraswati,ward_6
343,2014-06-15T15:31:18,Chhetri,27.71577 85.35305 0 0,27.71577,85.35305,female,26+,owner,,masters,professional,Water,Power,Garbage,Road,Sewage,Security,tol_name_kumarigal,ward_6
344,2014-06-15T16:02:33,Chhetri,27.72202 85.35209 0 0,27.72202,85.35209,female,26+,renter,,never_studied,professional,Power,Water,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
345,2014-06-15T15:31:19,Chhetri,27.72123 85.35014 0 0,27.72123,85.35014,female,18+,renter,,plus_two,professional,Power,Water,Garbage,Sewage,Road,Security,tol_name_shanti,ward_6
346,2014-06-15T16:53:27,Chhetri,27.70512 85.3324 0 0,27.70512,85.3324,female,56+,owner,built,studied_some,homemaker,Security,Water,Power,Garbage,Road,SewageShastri Marg,ward_33,
347,2014-06-15T15:31:21,Chhetri,27.68755 85.32861 0 0,27.72742,85.35711,female,56+,renter,,never_studied,homemaker,Power,Water,Road,Garbage,Sewage,Security,tol_name_rudra,ward_33
348,2014-06-15T15:07:58,Chhetri,27.70935 85.33571 0 0,27.72719,85.35724,female,46+,owner,ancestral,never_studied,homemaker,Power,Water,Road,Sewage,Security,Garbage,tol_name_rudra,ward_7
349,2014-06-12T07:55:34,Chhetri,27.72501 85.3562 0 0,27.72501,85.3562,female,46+,owner,,never_studied,homemaker,Power,Water,Security,Sewage,Road,Garbage,tol_name_shanti,ward_6
350,2014-06-15T16:26:15,Chhetri,27.71812 85.32665 0 0,27.72719,85.35714,female,46+,renter,,never_studied,homemaker,Garbage,Power,Water,Road,Sewage,Security,tol_name_saraswati,ward_6
351,2014-06-15T15:31:23,Chhetri,27.70976 85.3368 0 0,27.70976,85.3368,female,46+,owner,ancestral,studied_some,homemaker,NA,NA,NA,NA,NA,NA,tol_name_rudra,ward_33
352,2014-06-12T08:35:51,Chhetri,27.71015 85.33373 0 0,27.71015,85.33373,female,46+,renter,,never_studied,homemaker,Garbage,Water,Power,Road,Security,Sewage,tol_name_gyan,ward_33
353,2014-06-15T15:31:24,Chhetri,27.70962 85.33666 0 0,27.70962,85.33666,female,36+,owner,,slc,homemaker,Sewage,Water,Road,Power,Security,Garbage,tol_name_rudra,ward_33
354,2014-06-13T23:09:50,Chhetri,27.70957 85.33681 0 0,27.70957,85.33681,female,36+,owner,ancestral,slc,homemaker,Garbage,Road,Sewage,Security,Water,Power,tol_name_rudra,ward_33
355,2014-06-15T15:31:26,Chhetri,27.72822 85.35799 0 0,27.72822,85.35799,female,36+,renter,,studied_some,homemaker,Water,Power,Garbage,NA,NA,NA,tol_name_shanti,ward_6
356,2014-06-15T15:31:28,Chhetri,27.72824 85.35758 0 0,27.72824,85.35758,female,36+,renter,,never_studied,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_shanti,ward_6
357,2014-06-15T15:31:29,Chhetri,27.71372 85.33656 0 0,27.72759,85.35739,female,36+,renter,,slc,homemaker,Water,Garbage,Power,Road,Sewage,Security,tol_name_saraswati,ward_6
358,2014-06-15T16:26:27,Chhetri,27.70983 85.334 0 0,27.72741,85.35681,female,36+,renter,,never_studied,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_gyan,ward_33
359,2014-06-12T09:58:53,Chhetri,27.72525 85.35393 0 0,27.72525,85.35393,female,36+,renter,,never_studied,homemaker,Garbage,Road,Power,Sewage,NA,NA,tol_name_saraswati,ward_6
360,2014-06-12T10:02:14,Chhetri,27.72536 85.35651 0 0,27.72536,85.35651,female,36+,ownerDon't Know/Can't Say,slc,homemaker,Power,Garbage,Road,Sewage,Security,Water,tol_name_shanti,ward_6,
361,2014-06-15T13:24:43,Chhetri,27.71878 85.35559 0 0,27.71878,85.35559,female,26+,renter,,slc,homemaker,Garbage,Power,Road,Water,Sewage,Security,tol_name_kumarigal,ward_6
362,2014-06-15T13:24:44,Chhetri,27.71392 85.33662 0 0,27.72723,85.35676,female,26+,renter,,studied_some,homemaker,Water,Power,Road,Garbage,Security,Sewage,tol_name_saraswati,ward_6
363,2014-06-15T13:24:46,Chhetri,27.72424 85.35263 0 0,27.72424,85.35263,female,26+,renter,,slc,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
364,2014-06-15T13:24:47,Chhetri,27.72376 85.36277 0 0,27.72376,85.36277,female,26+,renter,,never_studied,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
365,2014-06-15T13:24:49,Chhetri,27.70983 85.334 0 0,27.72708,85.35628,female,26+,renter,,studied_some,homemaker,Power,Water,Garbage,Road,Sewage,Security,tol_name_gyan,ward_33
366,2014-06-15T13:24:50,Chhetri,27.71027 85.33375 0 0,27.72708,85.35628,female,26+,renter,,slc,homemaker,Power,Road,Water,Security,Garbage,Sewage,tol_name_gyan,ward_33
367,2014-06-15T13:24:52,Chhetri,27.68755 85.32861 0 0,27.72693,85.35635,female,26+,renter,,never_studied,homemaker,Water,Power,Sewage,Garbage,Road,Security,tol_name_rudra,ward_33
368,2014-06-15T13:24:53,Chhetri,27.71913 85.35698 0 0,27.71913,85.35698,female,26+,renter,,slc,homemaker,Sewage,Power,Road,Garbage,Water,Security,tol_name_saraswati,ward_6
369,2014-06-15T13:24:55,Chhetri,27.71381 85.33655 0 0,27.71381,85.33655,female,26+,renter,,plus_two,homemaker,Power,Garbage,Water,Sewage,Road,Security,tol_name_saraswati,ward_6
370,2014-06-15T13:24:56,Chhetri,27.71006 85.33355 0 0,27.71006,85.33355,female,26+,renter,,plus_two,homemaker,NA,NA,NA,NA,NA,NA,tol_name_gyan,ward_33
371,2014-06-14T20:39:19,Chhetri,27.72486 85.35607 0 0,27.72486,85.35607,female,26+,renter,,slc,homemaker,Sewage,Water,Power,Garbage,Road,Security,tol_name_shanti,ward_6
372,2014-06-12T10:25:10,Chhetri,27.70505 85.33209 0 0,27.70505,85.33209,female,18+,renter,Other,homemaker,Garbage,Water,Sewage,Security,Power,RoadShastri Marg,ward_33,,
373,2014-06-12T10:25:12,Chhetri,27.72547 85.3549 0 0,27.72547,85.3549,female,18+,owner,built,slc,homemaker,Road,Power,Garbage,Water,Sewage,Security,tol_name_saraswati,ward_6
374,2014-06-12T10:42:17,Chhetri,27.70975 85.33383 0 0,27.70975,85.33383,female,18+,renter,,slc,homemaker,Power,Water,Sewage,Garbage,Road,Security,tol_name_gyan,ward_33
375,2014-06-12T10:42:20,Chhetri,27.7096 85.3341 0 0,27.7096,85.3341,female,18+,renter,,plus_two,homemaker,Power,Water,Garbage,Road,Security,Sewage,tol_name_gyan,ward_33
376,2014-06-15T15:07:59,Chhetri,27.72676 85.35795 0 0,27.72676,85.35795,male,46+,owner,built,bachelors,ngo,Water,Garbage,Road,Sewage,NA,NA,tol_name_rudra,ward_6
377,2014-06-15T16:48:03,Chhetri,27.63825 85.35593 0 0,27.72681,85.35593,male,46+,owner,built,studied_some,ngo,Water,Garbage,Road,Security,Power,Sewage,tol_name_shanti,ward_6
378,2014-06-15T16:02:25,Chhetri,27.72445 85.35613 0 0,27.72445,85.35613,female,36+,owner,built,bachelors,ngo,Water,Garbage,Power,Road,Sewage,Security,tol_name_shanti,ward_6
379,2014-06-15T16:02:21,Chhetri,27.70958 85.3367 0 0,27.7268,85.35584,female,18+,renter,,bachelors,ngo,Power,Sewage,Water,Road,Garbage,Security,tol_name_rudra,ward_33
380,2014-06-12T10:49:02,Chhetri,27.72546 85.35657 0 0,27.72546,85.35657,male,46+,renter,,never_studied,unemployed,Garbage,Sewage,Security,Power,Road,Water,tol_name_shanti,ward_6
381,2014-06-12T10:56:25,Chhetri,27.72618 85.35042 0 0,27.72618,85.35042,male,36+,owner,ancestral,slc,unemployed,Power,Garbage,Water,Road,Sewage,Security,tol_name_saraswati,ward_6
382,2014-06-15T16:02:26,Chhetri,27.71045 85.33231 0 0,27.71045,85.33231,female,26+,renter,,never_studied,unemployed,Power,Road,Garbage,Water,Sewage,Security,tol_name_saraswati,ward_6
383,2014-06-15T13:53:57,Chhetri,27.71386 85.33655 0 0,27.71386,85.33655,female,26+,renter,,studied_some,unemployed,Water,Power,Security,Sewage,Road,Garbage,tol_name_saraswati,ward_6
384,2014-06-15T16:02:28,Chhetri,27.6383 85.35572 0 0,27.72673,85.35572,male,26+,renter,,plus_two,unemployed,Water,Power,Garbage,Security,Sewage,Road,tol_name_shanti,ward_6
385,2014-06-12T11:25:51,Chhetri,27.70944 85.33619 0 0,27.70944,85.33619,male,56+,owner,built,slcOther,Water,Garbage,Power,Sewage,Security,Road,tol_name_rudra,ward_33,
386,2014-06-15T16:02:29,Chhetri,27.70944 85.33619 0 0,27.70944,85.33619,male,56+,owner,built,slcOther,Security,Sewage,Road,Water,Garbage,NA,tol_name_rudra,ward_33,
387,2014-06-15T16:52:49,Chhetri,27.70927 85.33599 0 0,27.70927,85.33599,male,56+,owner,built,mastersOther,Water,Sewage,Power,Garbage,Security,Road,tol_name_rudra,ward_33,
388,2014-06-14T19:27:44,Chhetri,27.70846 85.33554 0 0,27.70846,85.33554,male,56+,owner,built,slcOther,Water,Power,Garbage,Road,Security,Sewage,tol_name_rudra,ward_33,
389,2014-06-15T14:51:39,Chhetri,27.72733 85.35679 0 0,27.72733,85.35679,male,46+,owner,builtOtherOther,Security,Sewage,Road,Garbage,Power,Water,tol_name_saraswati,ward_6,,
390,2014-06-15T16:02:35,Chhetri,27.72625 85.35483 0 0,27.72625,85.35483,female,36+,renter,OtherOther,Road,Water,Garbage,Power,Security,Sewage,tol_name_saraswati,ward_6,,
391,2014-06-15T16:26:21,Chhetri,27.72628 85.35485 0 0,27.72628,85.35485,male,36+,renter,,slcOther,Water,Power,Garbage,Sewage,Road,Security,tol_name_saraswati,ward_6,
392,2014-06-14T20:38:49,Chhetri,27.72434 85.35114 0 0,27.72434,85.35114,male,36+,renter,,slcOther,Power,Water,Garbage,Security,Road,Sewage,tol_name_saraswati,ward_7,
393,2014-06-15T16:02:37,Chhetri,27.7096 85.3341 0 0,27.7096,85.3341,male,36+,renter,,plus_twoOther,NA,NA,Water,Power,Sewage,Road,tol_name_gyan,ward_33,
394,2014-06-15T14:27:04,Chhetri,27.68755 85.32861 0 0,27.72471,85.35321,male,26+,renter,,bachelorsOther,Sewage,Garbage,Power,Security,NA,NA,tol_name_rudra,ward_33,
395,2014-06-12T13:42:28,Chhetri,27.72419 85.3568 0 0,27.72419,85.3568,male,18+,renter,,slcOther,Power,Security,Road,Water,Garbage,Sewage,tol_name_shanti,ward_6,
396,2014-06-12T13:48:46,Chhetri,27.70958 85.3367 0 0,27.70958,85.3367,female,18+,renter,,slcOther,Sewage,Water,Security,Power,Garbage,Road,tol_name_rudra,ward_33,
397,2014-06-12T13:52:22,Gurung,27.70902 85.3359 0 0,27.70902,85.3359,male,46+,owner,,masters,government ,Power,Water,Garbage,Sewage,Road,Security,tol_name_rudra,ward_33
398,2014-06-12T13:55:15,Gurung,27.72002 85.35713 0 0,27.72002,85.35713,female,36+,renter,Other,business,Water,Power,Garbage,Sewage,NA,NA,tol_name_shanti,ward_6,
399,2014-06-15T16:26:11,Gharti/Bhujel,27.72423 85.35659 0 0,27.72423,85.35659,female,18+,renter,,never_studied,homemaker,Sewage,Water,Power,Road,Garbage,Security,tol_name_shanti,ward_6
400,2014-06-15T16:53:19,Gharti/Bhujel,27.72423 85.35659 0 0,27.72423,85.35659,male,56+,owner,built,studied_someOther,NA,NA,NA,NA,NA,NA,tol_name_shanti,ward_6,
401,2014-06-15T16:26:12,Chaudhari/Tharu,27.71007 85.33339 0 0,27.72423,85.35659,female,36+,renter,,slc,business,Road,Power,Garbage,Water,Sewage,Security,tol_name_gyan,ward_33
402,2014-06-15T16:26:14,Chaudhari/Tharu,27.70826 85.33626 0 0,27.72423,85.35659,male,26+,renter,,slc,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_rudra,ward_33
403,2014-06-14T19:38:09,Chaudhari/Tharu,27.72494 85.35571 0 0,27.72494,85.35571,male,18+,renter,,bachelors,student,Water,Power,NA,NA,NA,NA,tol_name_saraswati,ward_6
404,2014-06-11T13:18:32,Chaudhari/Tharu,27.70518 85.33188 0 0,27.72698,85.35716,female,46+,owner,built,studied_some,homemaker,Road,Security,Water,Power,Sewage,GarbageShastri Marg,ward_33,
405,2014-06-11T13:18:34,Chaudhari/Tharu,27.72698 85.35716 0 0,27.72698,85.35716,female,36+,owner,built,plus_two,homemaker,Power,Sewage,NA,NA,NA,NA,tol_name_shanti,ward_6
406,2014-06-11T13:18:47,Chaudhari/Tharu,27.7093 85.33693 0 0,27.72551,85.35322,female,26+,renter,,studied_some,homemaker,Water,Garbage,Sewage,Road,Power,Security,tol_name_rudra,ward_33
407,2014-06-11T13:18:51,Chaudhari/Tharu,27.72551 85.35322 0 0,27.72551,85.35322,male,36+,renter,,slc,ngo,Water,Sewage,Power,Road,Garbage,Security,tol_name_saraswati,ward_6
408,2014-06-11T13:18:51,Chaudhari/Tharu,27.72698 85.35716 0 0,27.72698,85.35716,male,36+,owner,built,slcOther,Garbage,Road,Sewage,Power,Water,Security,tol_name_shanti,ward_6,
409,2014-06-11T13:18:55,Thakuri,27.71011 85.33345 0 0,27.72698,85.35716,male,36+,owner,ancestral,slc,retired,Water,Road,Garbage,Sewage,Power,Security,tol_name_gyan,ward_33
410,2014-06-11T13:19:16,Thakuri,27.7096 85.3341 0 0,27.72551,85.35322,male,26+,renter,,bachelors,student,Water,Sewage,Garbage,Power,Road,Security,tol_name_gyan,ward_33
411,2014-06-11T13:19:18,Thakuri,27.70888 85.33681 0 0,27.72551,85.35322,male,18+,renter,,slc,student,Water,Sewage,Power,NA,NA,NA,tol_name_rudra,ward_33
412,2014-06-14T19:38:13,Thakuri,27.71008 85.33335 0 0,27.72313,85.35222,male,18+,renter,,slc,professional,NA,NA,NA,NA,NA,NA,tol_name_gyan,ward_33
413,2014-06-11T13:29:07,Thakuri,27.7096 85.3341 0 0,27.7247,85.35232,male,26+,renter,,masters,unemployed,Water,Power,Garbage,Road,Security,Sewage,tol_name_gyan,ward_33
414,2014-06-15T13:53:49,Tamang,27.72313 85.35222 0 0,27.72313,85.35222,femaleDon'tKnow/Can'tSay,renter,,plus_two,business,Power,Road,Sewage,Security,Garbage,Water,tol_name_saraswati,ward_6,
415,2014-06-11T13:50:52,Tamang,27.64017 85.35232 0 0,27.7247,85.35232,female,26+,owner,built,slc,business,Water,Garbage,Power,Sewage,Road,Security,tol_name_shanti,ward_6
416,2014-06-14T19:38:15,Tamang,27.72404 85.35666 0 0,27.72404,85.35666,female,26+,renter,,never_studied,student,Water,Garbage,Power,Security,Road,Sewage,tol_name_shanti,ward_6
417,2014-06-15T13:53:50,Tamang,27.71384 85.33655 0 0,27.72384,85.35655,female,18+,renter,,slc,student,Power,Water,Road,Garbage,Sewage,Security,tol_name_saraswati,ward_6
418,2014-06-11T14:11:13,Tamang,27.71379 85.33656 0 0,27.72379,85.35656,male,36+,renter,,bachelors,professional,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
419,2014-06-14T19:38:17,Tamang,27.71205 85.30545 0 0,27.72307,85.34937,female,36+,owner,built,studied_some,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
420,2014-06-15T13:53:52,Tamang,27.7093 85.33693 0 0,27.7293,85.35693,female,26+,renter,,studied_some,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_rudra,ward_33
421,2014-06-15T16:26:17,Tamang,27.72401 85.35666 0 0,27.72401,85.35666,female,26+,renter,,never_studied,homemaker,Garbage,Water,Power,Road,Sewage,Security,tol_name_shanti,ward_6
422,2014-06-14T19:38:19,Tamang,27.64087 85.35263 0 0,27.72491,85.35263,female,18+,renter,,plus_two,homemaker,Power,Garbage,Water,Road,Sewage,Security,tol_name_shanti,ward_6
423,2014-06-15T13:53:54,Tamang,27.71754 85.35829 0 0,27.71754,85.35829,male,26+,renter,,studied_some,ngo,Garbage,Power,Water,Security,Sewage,Road,tol_name_kumarigal,ward_6
424,2014-06-11T14:14:29,Tamang,27.63825 85.35585 0 0,27.72685,85.35585,male,26+,renter,,plus_two,unemployed,Power,Road,Sewage,Security,Garbage,NA,tol_name_shanti,ward_6
425,2014-06-13T18:41:50,Damai/Pariyar,27.7198 85.35696 0 0,27.7198,85.35696,female,46+,renter,,studied_some,homemaker,Water,Garbage,Road,Sewage,Power,Security,tol_name_saraswati,ward_6
426,2014-06-13T18:41:53,Damai/Pariyar,27.70791 85.34356 0 0,27.72838,85.35822,female,36+,renter,,slc,homemaker,Power,Water,Sewage,Garbage,Security,Road,tol_name_shanti,ward_6
427,2014-06-13T18:41:58,Damai/Pariyar,27.71975 85.35698 0 0,27.71975,85.35698,female,26+,renter,,bachelors,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
428,2014-06-14T20:39:35,Nepali,27.70826 85.33543 0 0,27.72975,85.35698,male,46+,renter,,bachelors,business,Garbage,Water,Power,Security,Road,Sewage,tol_name_rudra,ward_33
429,2014-06-13T19:17:00,Nepali,27.70836  85.33549 0 0,27.71836,85.35549,male,36+,owner,built,slc,business,Water,Power,Road,Garbage,Sewage,Security,tol_name_rudra,ward_33
430,2014-06-13T19:17:07,Nepali,27.71003 85.33503 0 0,27.72003,85.35503,female,18+,renter,,bachelors,student,Water,Garbage,Road,Power,Sewage,Security,tol_name_gyan,ward_33
